,id,host_id,neighborhood_group,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,host_listings_count,availability_365,num_reviews_ltm,price_category
217,264459.0,1250154,Pankow,Prenzlauer Berg Südwest,52.53237,13.41548,Entire home/apt,80,3,598,4.92,2,25,41,middle_price
218,265354.0,1391772,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Private room,124,1,60,0.63,13,261,12,high_price
219,265394.0,1391772,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Private room,63,1,72,0.83,13,288,31,middle_price
220,265402.0,1391772,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Shared room,29,1,68,0.8,13,268,23,low_price
221,265408.0,1391772,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50977,13.44602,Shared room,26,1,23,0.24,13,286,6,low_price
222,265955.0,1394961,Tempelhof - Schöneberg,Schöneberg-Nord,52.49015,13.35158,Entire home/apt,42,193,11,0.09,1,264,0,middle_price
223,266086.0,1395425,Treptow - Köpenick,Baumschulenweg,52.44987,13.48777,Entire home/apt,85,3,9,0.1,1,171,0,high_price
224,267951.0,1404760,Pankow,Helmholtzplatz,52.54424,13.42139,Entire home/apt,70,2,155,1.59,1,35,25,middle_price
225,268910.0,1408921,Treptow - Köpenick,Altglienicke,52.41733,13.54189,Entire home/apt,48,3,26,0.29,1,0,1,middle_price
226,268974.0,1409188,Neukölln,Rudow,52.41975,13.48541,Entire home/apt,60,3,29,0.27,1,236,7,middle_price
227,269455.0,1411715,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49667,13.40044,Entire home/apt,65,1,2,0.04,1,0,0,middle_price
228,270477.0,540534,Pankow,Helmholtzplatz,52.54345,13.41654,Private room,49,3,242,1.94,1,255,21,middle_price
229,273076.0,1428852,Mitte,Wedding Zentrum,52.54182,13.3527,Entire home/apt,65,3,8,0.08,1,0,0,middle_price
230,278415.0,1453075,Mitte,Moabit Ost,52.51952,13.3513,Entire home/apt,99,45,65,0.55,1,201,0,high_price
231,279315.0,1456634,Neukölln,Reuterstraße,52.48366,13.43928,Entire home/apt,38,21,4,0.04,1,247,0,middle_price
232,279344.0,1456872,Mitte,Alexanderplatz,52.52898,13.40406,Entire home/apt,71,5,48,0.39,1,188,4,middle_price
233,279504.0,1457373,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48732,13.39549,Entire home/apt,60,7,87,0.7,1,201,0,middle_price
234,282214.0,1135836,Charlottenburg-Wilm.,Kantstraße,52.50621,13.3048,Private room,29,3,0,0.0,1,0,0,low_price
235,292864.0,286494,Pankow,Prenzlauer Berg Südwest,52.53091,13.41711,Private room,34,1,675,5.62,4,298,57,low_price
236,301773.0,1554470,Pankow,Prenzlauer Berg Süd,52.53373,13.42435,Entire home/apt,64,2,57,0.49,2,20,0,middle_price
237,302167.0,1554470,Pankow,Prenzlauer Berg Süd,52.53538,13.4296,Entire home/apt,66,3,64,0.59,2,110,0,middle_price
238,303097.0,1560726,Pankow,Prenzlauer Berg Süd,52.52987,13.4268,Private room,54,3,38,0.32,1,248,5,middle_price
239,304904.0,870376,Pankow,Prenzlauer Berg Nordwest,52.55381,13.40553,Private room,29,5,257,2.1,2,21,17,low_price
240,305987.0,246890,Pankow,Prenzlauer Berg Nordwest,52.54579,13.40737,Entire home/apt,75,3,279,2.3,1,218,19,middle_price
241,306312.0,1575292,Pankow,Prenzlauer Berg Südwest,52.53961,13.41951,Entire home/apt,159,4,226,1.86,2,242,14,high_price
242,309511.0,1591761,Pankow,Prenzlauer Berg Süd,52.53639,13.42765,Entire home/apt,65,3,12,0.1,1,0,0,middle_price
244,313876.0,1574908,Charlottenburg-Wilm.,Halensee,52.4981,13.29312,Entire home/apt,49,90,3,0.05,11,202,0,middle_price
245,320279.0,1641541,Mitte,Brunnenstr. Süd,52.53164,13.40554,Entire home/apt,77,7,83,0.77,1,141,2,middle_price
246,320305.0,1641505,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5181,13.43261,Private room,38,4,92,0.97,1,0,0,middle_price
247,321295.0,1354122,Tempelhof - Schöneberg,Friedenau,52.46353,13.34404,Entire home/apt,45,2,272,2.29,3,221,14,middle_price
248,321308.0,1354122,Tempelhof - Schöneberg,Friedenau,52.46411,13.34383,Entire home/apt,60,2,103,0.86,3,246,9,middle_price
249,321378.0,3062473,Mitte,Brunnenstr. Süd,52.53392,13.40503,Entire home/apt,155,1,195,1.59,3,241,19,high_price
250,322463.0,163384,Pankow,Prenzlauer Berg Nord,52.54094,13.43602,Entire home/apt,67,3,380,3.09,9,340,25,middle_price
251,322520.0,163384,Pankow,Prenzlauer Berg Nord,52.5429,13.43628,Entire home/apt,86,3,376,3.06,9,339,29,high_price
252,323243.0,1654885,Neukölln,Neuköllner Mitte/Zentrum,52.48348,13.42909,Private room,28,3,54,0.44,9,333,2,low_price
253,323255.0,1654885,Neukölln,Neuköllner Mitte/Zentrum,52.48348,13.42909,Private room,47,3,176,1.44,9,331,10,middle_price
254,323259.0,1654885,Neukölln,Neuköllner Mitte/Zentrum,52.48348,13.42909,Private room,47,3,203,1.68,9,342,14,middle_price
255,327442.0,1673681,Tempelhof - Schöneberg,Schöneberg-Süd,52.48288,13.35491,Private room,35,5,12,0.1,1,0,0,middle_price
256,335273.0,1641549,Pankow,Prenzlauer Berg Südwest,52.5376,13.41004,Entire home/apt,54,30,6,0.05,1,247,0,middle_price
257,341910.0,1734792,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49885,13.40021,Entire home/apt,65,2,358,2.93,1,262,31,middle_price
258,344856.0,1749470,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5135,13.45802,Entire home/apt,69,1,288,2.94,2,321,36,middle_price
259,344986.0,1293030,Pankow,Prenzlauer Berg Südwest,52.53754,13.41968,Private room,75,2,191,1.65,2,16,11,middle_price
260,345373.0,976581,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51837,13.31841,Entire home/apt,49,60,4,0.05,1,264,0,middle_price
261,352998.0,1787661,Charlottenburg-Wilm.,Neue Kantstraße,52.50623,13.30163,Private room,31,92,54,0.45,1,211,3,low_price
262,355227.0,1798305,Mitte,Moabit Ost,52.52332,13.35737,Entire home/apt,60,45,1,0.01,1,201,0,middle_price
263,355494.0,1799516,Pankow,Blankenburg/Heinersdorf/Märchenland,52.57917,13.44359,Entire home/apt,55,2,145,1.38,1,232,6,middle_price
264,362076.0,726769,Mitte,Alexanderplatz,52.52173,13.40483,Entire home/apt,105,4,82,0.68,2,117,23,high_price
265,362701.0,1832975,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5028,13.4374,Entire home/apt,89,6,382,3.16,1,218,11,high_price
266,362874.0,1833946,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49211,13.42255,Entire home/apt,78,5,9,0.07,1,0,0,middle_price
267,363413.0,1668497,Pankow,Prenzlauer Berg Südwest,52.53672,13.42018,Private room,56,2,19,0.27,1,0,0,middle_price
268,363454.0,1836439,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49283,13.41115,Entire home/apt,80,3,271,2.31,2,224,33,middle_price
269,380281.0,399745,Pankow,Pankow Süd,52.56029,13.4176,Private room,35,5,67,0.56,1,301,5,middle_price
270,387607.0,347279,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5088,13.4558,Entire home/apt,49,180,16,0.15,1,79,0,middle_price
271,393598.0,1968246,Neukölln,Rixdorf,52.48184,13.44061,Entire home/apt,67,180,56,0.46,3,0,0,middle_price
272,395063.0,1974695,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51586,13.46388,Private room,30,1,50,0.46,1,1,9,low_price
273,398011.0,1968246,Pankow,Prenzlauer Berg Ost,52.53645,13.44103,Entire home/apt,65,180,34,0.29,3,0,0,middle_price
274,398962.0,1992886,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48987,13.423,Entire home/apt,85,20,19,0.16,1,31,0,high_price
275,399312.0,1994169,Neukölln,Schillerpromenade,52.47837,13.42436,Entire home/apt,90,4,34,0.29,1,113,1,high_price
276,399386.0,472567,Tempelhof - Schöneberg,Schöneberg-Süd,52.48161,13.35973,Entire home/apt,69,5,37,0.34,4,279,4,middle_price
277,400642.0,1999892,Charlottenburg-Wilm.,Halensee,52.50249,13.29501,Entire home/apt,168,12,5,0.05,1,0,0,high_price
278,400832.0,560812,Steglitz - Zehlendorf,Schloßstr.,52.45944,13.30963,Entire home/apt,75,28,142,1.24,2,197,2,middle_price
279,406774.0,2026414,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50346,13.38851,Private room,50,1,57,1.54,1,121,2,middle_price
280,408756.0,2035424,Pankow,Prenzlauer Berg Südwest,52.53838,13.41093,Entire home/apt,109,3,236,2.02,1,238,39,high_price
281,410020.0,2041077,Neukölln,Rixdorf,52.47374,13.44847,Private room,25,10,10,0.09,1,0,0,low_price
282,412418.0,1482815,Neukölln,Rixdorf,52.48252,13.44715,Entire home/apt,50,3,11,0.09,1,0,0,middle_price
283,420114.0,2089041,Mitte,Alexanderplatz,52.51416,13.41568,Entire home/apt,100,5,54,0.45,1,79,0,high_price
284,421236.0,2094782,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.43663,13.21023,Entire home/apt,68,40,11,0.14,1,186,1,middle_price
285,425411.0,2115002,Mitte,Brunnenstr. Süd,52.52971,13.38907,Entire home/apt,70,2,266,3.99,2,95,36,middle_price
286,425487.0,2115002,Mitte,Brunnenstr. Süd,52.52961,13.38904,Entire home/apt,85,2,195,1.62,2,108,21,high_price
287,426887.0,228016,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51009,13.47205,Entire home/apt,31,183,21,0.18,2,114,1,low_price
288,429677.0,2100173,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49078,13.41395,Entire home/apt,75,7,0,0.0,1,0,0,middle_price
289,434209.0,1262962,Reinickendorf,Nord 2,52.59239,13.32588,Entire home/apt,36,8,43,0.36,1,0,2,middle_price
290,439613.0,2183595,Pankow,Prenzlauer Berg Südwest,52.53806,13.41159,Private room,38,14,9,0.19,1,0,0,middle_price
291,439631.0,1968246,Pankow,Prenzlauer Berg Süd,52.53606,13.42828,Entire home/apt,56,180,19,0.19,3,0,0,middle_price
292,446975.0,2219552,Pankow,Helmholtzplatz,52.54116,13.41449,Entire home/apt,55,2,217,1.98,1,121,10,middle_price
293,447524.0,901878,Charlottenburg-Wilm.,Halensee,52.49675,13.30447,Entire home/apt,28,1,0,0.0,1,277,0,low_price
294,453070.0,877133,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48845,13.39543,Private room,110,2,2,0.03,1,0,0,high_price
295,456902.0,2271792,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49257,13.41091,Entire home/apt,83,2,369,3.15,1,214,42,high_price
296,462459.0,311022,Pankow,Prenzlauer Berg Süd,52.53112,13.42019,Entire home/apt,76,4,9,0.08,1,0,0,middle_price
297,464324.0,2266593,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48946,13.37568,Private room,48,5,31,0.26,1,0,0,middle_price
298,466983.0,2017884,Mitte,Alexanderplatz,52.52818,13.40969,Private room,29,3,75,0.89,1,0,0,low_price
299,471495.0,2338605,Neukölln,Schillerpromenade,52.48122,13.42235,Private room,33,5,5,0.04,1,0,0,low_price
300,473386.0,2347025,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49922,13.33623,Entire home/apt,95,4,101,0.85,2,25,13,high_price
301,475193.0,2355449,Mitte,Alexanderplatz,52.52276,13.40443,Private room,55,3,35,0.62,1,20,8,middle_price
302,476077.0,2041933,Neukölln,Reuterstraße,52.48805,13.44107,Entire home/apt,54,30,15,0.15,1,0,0,middle_price
304,478015.0,2368302,Tempelhof - Schöneberg,Schöneberg-Nord,52.49718,13.35518,Entire home/apt,85,4,50,0.42,2,0,0,high_price
305,484506.0,1928335,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49585,13.42478,Entire home/apt,58,5,8,0.08,1,0,0,middle_price
306,485726.0,2347025,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49986,13.33631,Entire home/apt,78,4,99,0.84,2,23,2,middle_price
307,486192.0,2406372,Mitte,Alexanderplatz,52.52836,13.40555,Private room,45,3,41,0.34,1,79,0,middle_price
308,487126.0,2411069,Pankow,Prenzlauer Berg Südwest,52.53879,13.41633,Entire home/apt,140,7,49,0.41,1,161,1,high_price
309,488161.0,2415122,Neukölln,Schillerpromenade,52.47919,13.42538,Entire home/apt,91,3,122,1.03,1,252,12,high_price
310,493539.0,2437942,Mitte,Alexanderplatz,52.5151,13.41369,Entire home/apt,125,1,292,3.77,2,260,0,high_price
311,495240.0,2446178,Neukölln,Schillerpromenade,52.48131,13.42314,Entire home/apt,69,3,32,0.38,1,4,2,middle_price
312,495435.0,2044822,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49124,13.41682,Entire home/apt,50,7,3,0.03,1,0,0,middle_price
313,496570.0,2449119,Mitte,Brunnenstr. Süd,52.53593,13.38122,Entire home/apt,65,14,0,0.0,1,0,0,middle_price
314,499342.0,955509,Mitte,Brunnenstr. Süd,52.5361,13.37822,Entire home/apt,65,3,371,3.17,2,0,10,middle_price
315,499353.0,955509,Mitte,Brunnenstr. Süd,52.53608,13.37843,Entire home/apt,49,3,338,2.92,2,1,15,middle_price
316,499850.0,1397552,Mitte,Alexanderplatz,52.5133,13.41781,Private room,53,1,51,0.44,1,0,0,middle_price
317,501735.0,2475800,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49343,13.3969,Entire home/apt,39,7,5,0.05,1,0,0,middle_price
318,502598.0,2480274,Mitte,Brunnenstr. Süd,52.53325,13.40217,Entire home/apt,101,28,8,0.07,2,79,0,high_price
320,509432.0,94844464,Pankow,Helmholtzplatz,52.54616,13.42069,Private room,35,60,70,0.85,1,90,4,middle_price
321,509787.0,897302,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43781,13.23219,Entire home/apt,80,122,18,0.16,4,364,0,middle_price
322,510987.0,2517631,Neukölln,Reuterstraße,52.4887,13.43648,Private room,38,5,10,0.16,1,0,0,middle_price
324,517425.0,2547002,Pankow,Prenzlauer Berg Südwest,52.53097,13.41577,Private room,32,1,662,5.58,1,224,82,low_price
325,519671.0,2557466,Pankow,Prenzlauer Berg Nordwest,52.54797,13.40576,Entire home/apt,59,90,51,0.44,1,263,1,middle_price
326,520538.0,2561273,Pankow,Helmholtzplatz,52.54183,13.41924,Entire home/apt,109,3,63,0.53,2,180,0,high_price
327,523052.0,2571986,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.43286,13.70843,Entire home/apt,59,3,16,0.25,1,278,6,middle_price
328,530315.0,2604680,Mitte,Alexanderplatz,52.51789,13.41801,Entire home/apt,120,30,28,0.64,2,28,2,high_price
329,532687.0,2617508,Neukölln,Neuköllner Mitte/Zentrum,52.46897,13.44349,Private room,40,3,7,0.08,1,0,0,middle_price
330,533155.0,2619552,Mitte,Moabit West,52.52434,13.32946,Entire home/apt,95,3,135,1.14,1,137,6,high_price
331,533523.0,2621923,Tempelhof - Schöneberg,Schöneberg-Süd,52.48207,13.36099,Entire home/apt,51,3,341,2.92,1,239,39,middle_price
332,533864.0,2625980,Mitte,Alexanderplatz,52.50553,13.42047,Entire home/apt,100,3,70,0.61,1,217,12,high_price
333,534415.0,2626550,Mitte,Brunnenstr. Nord,52.54964,13.37877,Entire home/apt,64,14,3,0.04,1,0,0,middle_price
334,534931.0,2615665,Neukölln,Schillerpromenade,52.47213,13.42633,Entire home/apt,21,10,0,0.0,1,0,0,low_price
335,541569.0,2662493,Pankow,Prenzlauer Berg Nordwest,52.5475,13.40002,Entire home/apt,77,2,267,2.27,1,120,21,middle_price
336,541663.0,228016,Neukölln,Reuterstraße,52.49436,13.4226,Entire home/apt,29,183,55,0.46,2,111,0,low_price
337,542316.0,2677541,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.34579,13.64364,Entire home/apt,99,2,2,0.02,4,0,0,high_price
338,542674.0,1026735,Tempelhof - Schöneberg,Schöneberg-Nord,52.49081,13.34785,Private room,40,3,43,0.36,1,41,2,middle_price
339,545037.0,2690936,Charlottenburg-Wilm.,Neue Kantstraße,52.50585,13.29594,Entire home/apt,73,60,4,0.03,1,7,0,middle_price
340,550445.0,2701180,Mitte,Wedding Zentrum,52.55159,13.37746,Entire home/apt,39,6,9,0.08,1,0,0,middle_price
341,555352.0,2677541,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.34666,13.64336,Entire home/apt,60,2,1,0.01,4,0,0,middle_price
342,556691.0,344615,Mitte,Brunnenstr. Nord,52.54042,13.37282,Entire home/apt,120,3,5,0.04,1,0,0,high_price
343,559210.0,2751981,Mitte,Alexanderplatz,52.52333,13.39676,Private room,50,1,3,0.07,1,0,0,middle_price
344,559794.0,2746801,Neukölln,Schillerpromenade,52.4789,13.42376,Entire home/apt,85,4,7,0.06,1,142,1,high_price
345,568307.0,2796030,Pankow,Helmholtzplatz,52.54436,13.41582,Private room,34,1,171,1.45,1,310,15,low_price
346,570153.0,2805604,Spandau,Gatow / Kladow,52.47818,13.12428,Private room,49,7,80,0.71,1,50,0,middle_price
347,571074.0,2810411,Treptow - Köpenick,Johannisthal,52.43069,13.50875,Entire home/apt,50,3,47,0.4,1,253,0,middle_price
348,573171.0,2769139,Pankow,Prenzlauer Berg Süd,52.52848,13.41909,Private room,35,2,507,4.31,1,239,38,middle_price
349,573259.0,2820919,Mitte,Moabit West,52.52358,13.34047,Private room,60,1,9,0.12,1,98,2,middle_price
350,574094.0,2376157,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48864,13.41082,Entire home/apt,55,7,59,0.5,1,7,2,middle_price
351,578612.0,2756126,Neukölln,Schillerpromenade,52.46689,13.42325,Entire home/apt,59,7,18,0.17,1,0,0,middle_price
352,578821.0,2847303,Tempelhof - Schöneberg,Schöneberg-Nord,52.49847,13.34911,Entire home/apt,29,124,79,0.69,1,230,1,low_price
353,580013.0,308441,Tempelhof - Schöneberg,Schöneberg-Nord,52.50143,13.34437,Entire home/apt,73,4,217,1.84,2,73,33,middle_price
354,582053.0,2865743,Pankow,Prenzlauer Berg Süd,52.53792,13.42493,Entire home/apt,70,3,53,0.46,1,0,3,middle_price
355,583916.0,2877505,Neukölln,Rudow,52.41305,13.47963,Entire home/apt,55,3,32,0.33,2,214,3,middle_price
356,584012.0,2709580,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50218,13.37687,Private room,22,2,549,4.66,1,226,61,low_price
357,584757.0,2881484,Pankow,Prenzlauer Berg Nordwest,52.55438,13.40816,Private room,20,1000,26,0.22,1,365,0,low_price
358,588011.0,2900624,Neukölln,Reuterstraße,52.49305,13.42712,Entire home/apt,100,4,141,1.2,1,80,6,high_price
359,589285.0,708304,Neukölln,Rixdorf,52.48623,13.44967,Entire home/apt,37,93,98,0.84,1,235,0,middle_price
360,590200.0,2877505,Neukölln,Rudow,52.41335,13.47975,Entire home/apt,65,3,36,0.4,2,250,5,middle_price
361,592059.0,2922816,Neukölln,Schillerpromenade,52.47095,13.42721,Private room,50,3,5,0.04,1,0,0,middle_price
362,594032.0,2933986,Charlottenburg-Wilm.,Halensee,52.49739,13.30231,Entire home/apt,65,60,89,1.24,2,223,4,middle_price
363,597413.0,2953733,Reinickendorf,Ost 2,52.57379,13.35485,Private room,29,90,34,0.29,3,264,0,low_price
364,598335.0,1090989,Mitte,Brunnenstr. Süd,52.52825,13.39147,Entire home/apt,65,5,7,0.06,1,0,0,middle_price
365,598407.0,2958863,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49234,13.4139,Entire home/apt,87,30,100,0.86,4,217,7,high_price
366,598982.0,1629714,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49615,13.43335,Entire home/apt,120,90,59,0.51,1,170,1,high_price
367,604068.0,1315569,Mitte,Parkviertel,52.5461,13.35043,Entire home/apt,80,8,9,0.08,1,0,0,middle_price
368,606926.0,3006939,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52302,13.45452,Entire home/apt,70,3,83,0.71,1,48,5,middle_price
369,609459.0,3021382,Tempelhof - Schöneberg,Schöneberg-Süd,52.47988,13.35898,Private room,70,7,0,0.0,1,0,0,middle_price
370,612197.0,1907484,Mitte,Alexanderplatz,52.52874,13.40278,Entire home/apt,106,3,17,0.15,1,0,0,high_price
371,615018.0,3049584,Mitte,Alexanderplatz,52.51206,13.41754,Entire home/apt,75,1,371,3.17,1,54,22,middle_price
372,618049.0,2934825,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50967,13.45671,Private room,30,3,49,0.42,1,0,0,low_price
373,623231.0,3090292,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50292,13.45342,Private room,35,2,7,0.07,1,0,0,middle_price
374,626620.0,2953733,Reinickendorf,Ost 2,52.57196,13.35589,Private room,44,2,19,0.19,3,0,0,middle_price
375,626697.0,3110899,Neukölln,Neuköllner Mitte/Zentrum,52.46954,13.43241,Entire home/apt,45,2,8,0.07,1,272,0,middle_price
376,627152.0,897302,Pankow,Weißensee,52.55726,13.43611,Entire home/apt,120,122,39,0.33,4,363,0,high_price
377,632038.0,3144062,Pankow,Prenzlauer Berg Nordwest,52.554,13.41204,Private room,62,2,18,0.52,1,0,0,middle_price
378,633531.0,3153767,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49664,13.40311,Entire home/apt,35,5,2,0.02,1,0,0,middle_price
379,638162.0,3183826,Neukölln,Neuköllner Mitte/Zentrum,52.48105,13.42655,Entire home/apt,61,18,105,0.9,1,28,8,middle_price
380,642955.0,3214630,Mitte,Alexanderplatz,52.52819,13.39641,Entire home/apt,77,2,101,0.87,1,10,5,middle_price
381,647944.0,3249789,Pankow,Prenzlauer Berg Nordwest,52.55167,13.40318,Entire home/apt,45,7,4,0.03,1,0,0,middle_price
382,650784.0,3268804,Neukölln,Rixdorf,52.47813,13.44657,Private room,20,20,0,0.0,1,0,0,low_price
383,652366.0,286494,Pankow,Prenzlauer Berg Südwest,52.53103,13.41687,Private room,33,1,617,5.29,4,316,47,low_price
384,653677.0,3287639,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49169,13.43446,Entire home/apt,95,4,79,0.68,1,0,4,high_price
385,655748.0,3301626,Pankow,Weißensee,52.55685,13.43355,Private room,45,5,0,0.0,1,0,0,middle_price
386,660996.0,3337306,Tempelhof - Schöneberg,Schöneberg-Nord,52.49726,13.35215,Private room,65,5,34,0.37,2,86,4,middle_price
387,661574.0,3340090,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49242,13.42037,Private room,35,2,166,1.43,1,295,1,middle_price
389,667849.0,3379392,Tempelhof - Schöneberg,Schöneberg-Süd,52.48512,13.3558,Entire home/apt,65,93,38,0.37,1,264,2,middle_price
390,667899.0,3358638,Neukölln,Reuterstraße,52.48254,13.43939,Private room,20,1,5,0.06,1,0,0,low_price
391,668962.0,3386222,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.4996,13.41695,Entire home/apt,61,2,25,0.23,2,0,0,middle_price
392,669429.0,3386222,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49764,13.4157,Private room,41,1,46,0.4,2,0,0,middle_price
393,671958.0,3407550,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48955,13.32265,Private room,55,1,128,1.41,1,131,9,middle_price
