,id,host_id,neighborhood_group,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,host_listings_count,availability_365,num_reviews_ltm,price_category
8884,25803218.0,187655517,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49146,13.3311,Hotel room,87,1,1,0.02,10,282,0,high_price
8885,25803260.0,187655517,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48931,13.33166,Hotel room,113,1,0,0.0,10,282,0,high_price
8886,25804087.0,75877577,Neukölln,Reuterstraße,52.48585,13.43923,Private room,80,3,9,0.2,1,0,0,middle_price
8887,25804999.0,159540062,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49981,13.46212,Private room,41,3,27,0.59,1,0,0,middle_price
8888,25807388.0,189155455,Neukölln,Neuköllner Mitte/Zentrum,52.47403,13.42884,Private room,50,1,38,0.82,1,0,0,middle_price
8889,25824400.0,18936068,Mitte,Alexanderplatz,52.52594,13.40418,Private room,39,3,0,0.0,1,0,0,middle_price
8890,25825682.0,10745614,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49834,13.3221,Entire home/apt,100,2,17,0.37,2,0,0,high_price
8891,25829417.0,192130100,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5141,13.46125,Private room,25,2,2,0.04,1,0,0,low_price
8892,25840298.0,87735527,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49122,13.41224,Private room,38,2,2,0.04,1,0,0,middle_price
8893,25847656.0,169998526,Tempelhof - Schöneberg,Schöneberg-Süd,52.48902,13.3493,Entire home/apt,118,2,210,4.73,2,188,69,high_price
8894,25849782.0,3840022,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50543,13.46077,Entire home/apt,118,4,5,0.11,1,16,0,high_price
8895,25854067.0,188849025,Charlottenburg-Wilm.,Kantstraße,52.50837,13.32568,Entire home/apt,58,2,372,8.16,3,62,61,middle_price
8896,25854447.0,20575836,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50127,13.45758,Entire home/apt,35,10,41,0.9,1,0,1,middle_price
8897,25856905.0,194268217,Pankow,Prenzlauer Berg Ost,52.53679,13.43929,Entire home/apt,78,2,5,0.11,1,0,0,middle_price
8898,25861901.0,189727497,Spandau,Wilhelmstadt,52.50603,13.20293,Entire home/apt,120,2,47,1.04,4,115,14,high_price
8899,25879263.0,16281822,Pankow,Pankow Süd,52.56073,13.41369,Private room,45,2,4,0.09,1,0,0,middle_price
8900,25880496.0,3446458,Pankow,Prenzlauer Berg Ost,52.52464,13.45472,Private room,50,2,50,1.09,1,293,0,middle_price
8901,25900013.0,11747840,Mitte,Alexanderplatz,52.51704,13.42051,Private room,63,2,27,0.6,1,121,4,middle_price
8902,25900816.0,62534189,Lichtenberg,Rummelsburger Bucht,52.49473,13.48582,Entire home/apt,130,16,0,0.0,1,0,0,high_price
8903,25902770.0,9569831,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5142,13.45598,Private room,58,1,12,0.27,2,81,3,middle_price
8904,25903553.0,194663540,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43712,13.24166,Private room,51,1,74,1.63,1,162,21,middle_price
8905,25911787.0,12977519,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48755,13.42228,Entire home/apt,55,3,1,0.02,1,0,0,middle_price
8906,25913061.0,3124221,Mitte,Moabit West,52.52317,13.33922,Entire home/apt,60,5,6,0.14,1,0,0,middle_price
8907,25923159.0,194858741,Neukölln,Reuterstraße,52.48561,13.44016,Entire home/apt,66,2,9,0.2,1,0,0,middle_price
8908,25927721.0,42919271,Charlottenburg-Wilm.,Neue Kantstraße,52.50775,13.29552,Private room,55,2,11,0.25,1,67,0,middle_price
8909,25929439.0,18190544,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51388,13.46467,Private room,25,7,5,0.11,1,0,0,low_price
8910,25931729.0,194909568,Pankow,Prenzlauer Berg Nord,52.54452,13.43854,Entire home/apt,84,2,6,0.13,1,0,0,high_price
8911,25933983.0,194930255,Neukölln,Reuterstraße,52.48629,13.42745,Private room,35,6,10,0.22,1,23,0,middle_price
8912,25934882.0,127032368,Neukölln,Schillerpromenade,52.46682,13.42353,Private room,25,20,20,0.46,1,0,0,low_price
8913,25936092.0,190957759,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5134,13.44685,Entire home/apt,131,2,176,3.92,18,136,8,high_price
8914,25939560.0,187676894,Neukölln,Neuköllner Mitte/Zentrum,52.48293,13.42968,Private room,39,1,19,0.42,1,0,1,middle_price
8915,25961153.0,195136536,Neukölln,Rixdorf,52.47481,13.45196,Entire home/apt,90,2,3,0.07,1,0,0,high_price
8916,25964633.0,16202765,Mitte,Regierungsviertel,52.5172,13.37795,Entire home/apt,30,3,27,0.6,1,0,3,low_price
8917,25967022.0,93010967,Mitte,Wedding Zentrum,52.54796,13.36503,Private room,25,3,2,0.04,1,0,0,low_price
8918,25970203.0,195199908,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.517834,13.447094,Entire home/apt,94,2,174,3.85,2,196,30,high_price
8919,25970781.0,195205137,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49857,13.31755,Private room,30,1,72,1.6,2,85,7,low_price
8920,25975037.0,5963032,Pankow,Prenzlauer Berg Nord,52.5466,13.42572,Private room,45,3,8,0.18,1,0,0,middle_price
8922,25992124.0,17990356,Neukölln,Neuköllner Mitte/Zentrum,52.48145,13.42558,Private room,28,3,1,0.02,1,0,0,low_price
8923,25993791.0,141099389,Neukölln,Reuterstraße,52.48262,13.44012,Private room,29,1,5,0.11,3,7,1,low_price
8924,26002775.0,62105827,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4923,13.41621,Entire home/apt,65,5,66,1.45,1,87,10,middle_price
8925,26003304.0,3188892,Neukölln,Rixdorf,52.48073,13.44417,Private room,40,2,13,0.29,1,0,0,middle_price
8926,26004348.0,100741667,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5075,13.46731,Private room,18,4,9,0.23,1,0,0,low_price
8927,26006558.0,195199908,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51783,13.44709,Entire home/apt,83,2,212,4.66,2,141,32,high_price
8928,26018755.0,581300,Treptow - Köpenick,Niederschöneweide,52.45549,13.5187,Private room,23,2,5,0.11,1,0,0,low_price
8929,26018998.0,169301923,Mitte,Alexanderplatz,52.52948,13.40489,Entire home/apt,140,7,1,0.02,1,30,0,high_price
8930,26024313.0,192286210,Reinickendorf,Nord 1,52.64087,13.29433,Private room,39,1,38,0.83,2,90,4,middle_price
8931,26027882.0,6804050,Neukölln,Rixdorf,52.48557,13.44998,Entire home/apt,70,3,9,0.2,1,0,0,middle_price
8932,26030390.0,45541229,Pankow,Prenzlauer Berg Nord,52.54891,13.42975,Private room,30,3,17,0.39,1,0,0,low_price
8933,26033271.0,195649983,Mitte,Regierungsviertel,52.5099,13.4029,Entire home/apt,130,17,31,0.68,1,0,4,high_price
8934,26036860.0,195679063,Mitte,Alexanderplatz,52.51037,13.41008,Entire home/apt,118,4,8,0.18,1,0,0,high_price
8935,26045031.0,195748609,Neukölln,Reuterstraße,52.48417,13.43142,Entire home/apt,66,2,2,0.04,1,0,0,middle_price
8936,26046295.0,20928113,Pankow,Helmholtzplatz,52.5412,13.41393,Private room,40,2,4,0.09,2,0,0,middle_price
8937,26049181.0,20940587,Mitte,Brunnenstr. Süd,52.53351,13.37995,Entire home/apt,95,3,57,1.27,2,0,0,high_price
8938,26050126.0,64199321,Pankow,Weißensee,52.55425,13.4534,Private room,25,1,2,0.04,1,0,0,low_price
8939,26051342.0,84251083,Mitte,Osloer Straße,52.55951,13.37819,Private room,149,1,74,1.67,4,357,54,high_price
8940,26051867.0,8338016,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50657,13.46664,Entire home/apt,65,2,5,0.13,1,0,0,middle_price
8941,26058059.0,17294522,Neukölln,Reuterstraße,52.48624,13.44557,Private room,20,30,54,1.18,1,0,0,low_price
8942,26061196.0,30898708,Pankow,Helmholtzplatz,52.5453,13.41718,Entire home/apt,90,4,27,0.61,1,0,5,high_price
8943,26070220.0,195933294,Tempelhof - Schöneberg,Lichtenrade,52.41008,13.40741,Entire home/apt,44,1,160,3.5,1,125,28,middle_price
8944,26075666.0,6265395,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49728,13.43549,Entire home/apt,59,15,3,0.07,1,0,0,middle_price
8945,26077828.0,166052942,Lichtenberg,Rummelsburger Bucht,52.49651,13.48278,Entire home/apt,70,5,119,2.66,1,21,14,middle_price
8946,26078663.0,29314512,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49771,13.46385,Private room,60,1,35,0.77,1,0,0,middle_price
8947,26080647.0,17538910,Pankow,Prenzlauer Berg Süd,52.53303,13.43592,Entire home/apt,70,2,6,0.14,2,0,0,middle_price
8948,26086324.0,196070548,Mitte,Wedding Zentrum,52.5474,13.36676,Entire home/apt,150,6,1,0.02,1,88,0,high_price
8949,26092764.0,195205137,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49718,13.3172,Private room,35,1,0,0.0,2,282,0,middle_price
8950,26092833.0,172803916,Treptow - Köpenick,Johannisthal,52.44686,13.50515,Entire home/apt,60,2,6,0.13,1,0,0,middle_price
8951,26094447.0,195358017,Pankow,Prenzlauer Berg Nordwest,52.54645,13.40305,Entire home/apt,135,5,6,0.14,1,0,0,high_price
8952,26117957.0,6010003,Tempelhof - Schöneberg,Schöneberg-Süd,52.48744,13.3637,Private room,49,7,2,0.04,1,0,0,middle_price
8953,26123001.0,195560708,Mitte,Wedding Zentrum,52.54031,13.34896,Private room,21,2,6,0.13,1,0,0,low_price
8954,26125822.0,3466142,Mitte,Moabit Ost,52.52861,13.35094,Private room,30,2,5,0.11,1,0,0,low_price
8955,26126476.0,196387284,Mitte,Alexanderplatz,52.5249,13.40679,Private room,38,2,33,0.73,1,0,0,middle_price
8957,26131465.0,109775145,Mitte,Moabit West,52.52769,13.33321,Private room,32,2,10,0.22,1,0,0,low_price
8958,26132417.0,164350638,Mitte,Alexanderplatz,52.52684,13.39379,Entire home/apt,111,3,6,0.14,1,0,0,high_price
8959,26147288.0,62884180,Mitte,Osloer Straße,52.56157,13.37893,Entire home/apt,40,92,3,0.18,2,106,1,middle_price
8960,26150487.0,188475656,Mitte,Osloer Straße,52.55313,13.39064,Entire home/apt,75,3,13,0.29,1,0,2,middle_price
8961,26150763.0,16822443,Steglitz - Zehlendorf,Lankwitz,52.43986,13.3311,Entire home/apt,69,7,4,0.09,2,0,1,middle_price
8962,26156338.0,11649536,Mitte,Alexanderplatz,52.52251,13.4081,Entire home/apt,120,21,0,0.0,2,142,0,high_price
8963,26158413.0,12527436,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50669,13.46616,Entire home/apt,99,2,6,0.13,1,0,0,high_price
8964,26158789.0,5352418,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48501,13.37998,Entire home/apt,121,2,31,0.69,2,2,11,high_price
8965,26174016.0,169450739,Tempelhof - Schöneberg,Tempelhof,52.46514,13.38281,Private room,40,1,41,0.9,2,0,0,middle_price
8966,26176334.0,19482579,Treptow - Köpenick,Plänterwald,52.48595,13.46477,Entire home/apt,68,5,40,0.88,1,45,12,middle_price
8967,26176649.0,74777299,Pankow,Prenzlauer Berg Nordwest,52.55163,13.40271,Private room,51,1,39,0.88,1,0,6,middle_price
8968,26177003.0,167483294,Marzahn - Hellersdorf,Kaulsdorf,52.50149,13.58119,Private room,32,2,44,0.99,2,70,5,low_price
8969,26180749.0,68700314,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51588,13.43648,Private room,69,3,206,4.57,1,117,63,middle_price
8970,26186816.0,98159395,Tempelhof - Schöneberg,Schöneberg-Nord,52.49875,13.34171,Hotel room,83,1,0,0.0,10,247,0,high_price
8971,26186866.0,98159395,Tempelhof - Schöneberg,Schöneberg-Nord,52.49946,13.34249,Hotel room,103,1,1,0.59,10,282,1,high_price
8972,26186925.0,98159395,Tempelhof - Schöneberg,Schöneberg-Nord,52.50061,13.34057,Hotel room,97,1,0,0.0,10,317,0,high_price
8973,26186990.0,98159395,Tempelhof - Schöneberg,Schöneberg-Nord,52.49878,13.34238,Hotel room,116,1,0,0.0,10,282,0,high_price
8974,26187036.0,98159395,Tempelhof - Schöneberg,Schöneberg-Nord,52.49885,13.34031,Hotel room,148,1,0,0.0,10,276,0,high_price
8976,26187200.0,98159395,Tempelhof - Schöneberg,Schöneberg-Nord,52.50073,13.34029,Hotel room,176,1,0,0.0,10,346,0,high_price
8977,26187278.0,98159395,Tempelhof - Schöneberg,Schöneberg-Nord,52.49849,13.34258,Hotel room,88,1,28,0.64,10,282,12,high_price
8979,26195084.0,1654885,Neukölln,Neuköllner Mitte/Zentrum,52.48352,13.42889,Private room,30,3,23,0.51,9,336,10,low_price
8980,26196069.0,18450657,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50807,13.46467,Private room,32,3,3,0.07,1,0,0,low_price
8981,26197580.0,1654885,Neukölln,Neuköllner Mitte/Zentrum,52.48352,13.42889,Private room,30,3,48,1.07,9,245,1,low_price
8982,26198365.0,1654885,Neukölln,Neuköllner Mitte/Zentrum,52.48352,13.42889,Private room,30,3,37,1.03,9,266,12,low_price
8983,26209953.0,196986485,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51924,13.31847,Entire home/apt,108,2,4,0.09,1,0,0,high_price
8984,26222336.0,16215073,Steglitz - Zehlendorf,Drakestr.,52.45131,13.29671,Entire home/apt,100,2,68,1.53,1,106,23,high_price
8985,26224371.0,196147226,Pankow,Pankow Zentrum,52.56293,13.39985,Entire home/apt,50,1,5,0.11,1,73,0,middle_price
8986,26227443.0,43094644,Neukölln,Rixdorf,52.48557,13.44555,Private room,30,2,1,0.02,3,0,0,low_price
8987,26227873.0,23904144,Mitte,Regierungsviertel,52.51022,13.38106,Entire home/apt,100,92,10,0.24,25,362,3,high_price
8988,26238458.0,197188619,Mitte,Moabit West,52.52671,13.3331,Entire home/apt,172,5,3,0.07,1,18,2,high_price
8989,26242145.0,196874018,Treptow - Köpenick,Baumschulenweg,52.46985,13.4768,Entire home/apt,40,2,7,0.15,1,0,0,middle_price
8990,26242714.0,197227115,Pankow,Pankow Süd,52.56734,13.41919,Entire home/apt,100,5,30,0.67,1,297,8,high_price
8991,26245413.0,196709080,Neukölln,Reuterstraße,52.48974,13.42551,Private room,60,2,72,1.6,1,192,29,middle_price
8992,26248619.0,37082372,Tempelhof - Schöneberg,Schöneberg-Süd,52.47998,13.34714,Entire home/apt,45,3,12,0.28,1,0,0,middle_price
8993,26248992.0,197288782,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51323,13.44881,Private room,36,14,0,0.0,1,0,0,middle_price
8994,26249881.0,98159395,Tempelhof - Schöneberg,Schöneberg-Nord,52.49886,13.34257,Hotel room,131,1,0,0.0,10,352,0,high_price
8995,26265366.0,94941366,Pankow,Prenzlauer Berg Nord,52.5419,13.43918,Entire home/apt,120,1,4,0.09,2,0,0,high_price
8996,26275433.0,116812394,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51761,13.32548,Private room,35,3,52,1.18,1,0,0,middle_price
8997,26275913.0,78167637,Mitte,Brunnenstr. Süd,52.53763,13.37724,Entire home/apt,66,1,6,0.14,1,0,0,middle_price
8998,26278233.0,94941366,Pankow,Prenzlauer Berg Nord,52.54407,13.44113,Private room,30,1,11,0.24,2,0,0,low_price
8999,26278609.0,64325682,Neukölln,Rixdorf,52.47655,13.44293,Private room,31,1,1,0.02,2,0,0,low_price
9000,26279119.0,118232287,Neukölln,Schillerpromenade,52.47106,13.42881,Entire home/apt,40,3,5,0.11,1,0,0,middle_price
9002,26291293.0,15868601,Tempelhof - Schöneberg,Schöneberg-Süd,52.48034,13.35109,Private room,30,1,2,0.04,2,0,0,low_price
9003,26296457.0,197716584,Tempelhof - Schöneberg,Schöneberg-Nord,52.49148,13.35736,Private room,17,7,0,0.0,1,0,0,low_price
9004,26296955.0,197703868,Mitte,Alexanderplatz,52.51309,13.4232,Entire home/apt,25,5,11,0.24,1,238,0,low_price
9005,26297971.0,88420609,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4974,13.38503,Private room,55,2,81,1.79,1,106,0,middle_price
9006,26313313.0,48660131,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48742,13.32359,Entire home/apt,110,5,4,0.09,1,0,1,high_price
9007,26319197.0,197920736,Mitte,Parkviertel,52.54621,13.34843,Entire home/apt,84,2,1,0.02,1,0,0,high_price
9008,26320108.0,84283587,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50744,13.45258,Private room,46,3,43,0.96,2,69,10,middle_price
9009,26320273.0,11896083,Pankow,Helmholtzplatz,52.54171,13.42349,Entire home/apt,98,2,0,0.0,3,83,0,high_price
9010,26324237.0,197968020,Charlottenburg-Wilm.,Schmargendorf,52.48524,13.29809,Private room,94,1,0,0.0,1,0,0,high_price
9011,26325332.0,197978265,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.43015,13.1988,Private room,80,2,4,0.09,1,0,1,middle_price
9012,26329395.0,185131977,Neukölln,Schillerpromenade,52.48683,13.41723,Private room,25,5,0,0.0,1,0,0,low_price
9013,26335756.0,198061260,Neukölln,Reuterstraße,52.49048,13.42573,Entire home/apt,41,3,10,0.22,1,0,0,middle_price
9014,26343916.0,7458512,Pankow,Prenzlauer Berg Nordwest,52.54817,13.40361,Entire home/apt,180,7,1,0.21,1,219,1,high_price
9015,26346833.0,26431814,Tempelhof - Schöneberg,Schöneberg-Süd,52.48845,13.36138,Entire home/apt,30,5,37,0.84,1,67,11,low_price
9016,26350012.0,6173350,Pankow,Prenzlauer Berg Nordwest,52.55194,13.40143,Private room,30,1,3,0.07,1,0,0,low_price
9017,26351609.0,198130253,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51332,13.44734,Private room,35,1,154,3.43,1,0,0,middle_price
9018,26354179.0,10565944,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48769,13.33462,Entire home/apt,65,93,6,0.14,1,143,0,middle_price
9019,26359840.0,52413786,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49994,13.4095,Private room,30,6,12,0.26,1,0,0,low_price
9020,26366882.0,14197566,Neukölln,Neuköllner Mitte/Zentrum,52.4665,13.43928,Private room,40,2,3,0.07,1,0,0,middle_price
9021,26372891.0,134577478,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47923,13.32777,Entire home/apt,40,2,13,0.3,1,0,0,middle_price
9022,26376548.0,198349095,Pankow,Prenzlauer Berg Südwest,52.53802,13.40831,Entire home/apt,132,2,1,0.02,1,0,0,high_price
9023,26379062.0,157669475,Pankow,Prenzlauer Berg Nordwest,52.54997,13.40765,Entire home/apt,65,2,13,0.33,2,0,10,middle_price
9024,26379731.0,197915619,Pankow,Weißensee,52.54868,13.4649,Shared room,100,3,1,0.02,1,90,0,high_price
9025,26379844.0,10391804,Pankow,Prenzlauer Berg Südwest,52.53387,13.41103,Entire home/apt,50,3,2,0.04,1,0,0,middle_price
9026,26383628.0,90454207,Mitte,Moabit Ost,52.52288,13.35075,Entire home/apt,70,4,15,3.04,1,41,15,middle_price
9027,26390608.0,1024215,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49583,13.44649,Entire home/apt,75,6,1,0.02,1,0,0,middle_price
9028,26391120.0,62098133,Pankow,Prenzlauer Berg Nordwest,52.5509,13.41063,Entire home/apt,65,4,22,0.49,1,11,0,middle_price
9029,26392703.0,120193237,Pankow,Prenzlauer Berg Süd,52.53184,13.43542,Entire home/apt,135,3,6,0.14,1,0,0,high_price
9030,26404790.0,6543031,Pankow,Prenzlauer Berg Nord,52.54942,13.4152,Entire home/apt,163,2,26,0.58,1,55,3,high_price
9031,26409078.0,170212497,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49711,13.41744,Entire home/apt,95,5,12,0.28,1,0,3,high_price
9032,26414822.0,19527112,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.526,13.45104,Entire home/apt,89,2,15,0.33,2,0,2,high_price
9033,26419059.0,89501707,Neukölln,Rixdorf,52.47868,13.44389,Private room,33,2,46,1.57,1,31,20,low_price
9034,26421377.0,198668412,Neukölln,Schillerpromenade,52.48166,13.42297,Entire home/apt,161,2,36,0.8,1,0,4,high_price
9035,26434719.0,8273742,Neukölln,Reuterstraße,52.49105,13.42962,Entire home/apt,73,2,62,1.38,1,10,24,middle_price
9036,26436120.0,198787263,Neukölln,Neuköllner Mitte/Zentrum,52.47908,13.42613,Entire home/apt,24,15,4,0.1,1,0,0,low_price
9037,26446975.0,198861385,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52383,13.45113,Private room,40,2,2,0.05,1,263,0,middle_price
9038,26447387.0,194144898,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48839,13.32771,Entire home/apt,45,5,3,0.07,1,0,1,middle_price
9039,26457457.0,104445697,Neukölln,Rixdorf,52.4811,13.44188,Private room,49,4,7,0.16,1,0,0,middle_price
9040,26459941.0,198974220,Mitte,Parkviertel,52.55988,13.36064,Private room,35,1,7,0.16,1,0,0,middle_price
9041,26460276.0,25314536,Neukölln,Neuköllner Mitte/Zentrum,52.47345,13.43969,Private room,31,4,12,0.28,1,0,0,low_price
9042,26467675.0,19374682,Mitte,Brunnenstr. Nord,52.53966,13.39878,Entire home/apt,180,4,28,0.62,1,0,4,high_price
9043,26478845.0,28968813,Neukölln,Reuterstraße,52.48266,13.43355,Entire home/apt,60,10,4,0.1,1,0,0,middle_price
9044,26482517.0,12237056,Pankow,Prenzlauer Berg Süd,52.53237,13.42858,Entire home/apt,120,4,2,0.04,1,0,0,high_price
9045,26486384.0,58702250,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48927,13.41975,Private room,36,2,5,0.11,1,0,0,middle_price
9046,26486455.0,184983126,Mitte,Brunnenstr. Süd,52.536,13.39819,Entire home/apt,65,3,24,0.53,1,72,5,middle_price
9047,26486675.0,199190869,Tempelhof - Schöneberg,Schöneberg-Nord,52.4975,13.3503,Entire home/apt,60,7,135,2.99,1,235,15,middle_price
9048,26487044.0,1209356,Pankow,Prenzlauer Berg Süd,52.53175,13.42968,Entire home/apt,150,7,2,0.04,1,54,0,high_price
9049,26487848.0,12068149,Mitte,Alexanderplatz,52.51124,13.42278,Entire home/apt,182,5,41,0.92,1,56,13,high_price
9050,26496449.0,37166880,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51792,13.45025,Private room,70,3,0,0.0,1,364,0,middle_price
9053,26524829.0,24707832,Mitte,Moabit West,52.52236,13.33363,Entire home/apt,79,4,13,0.33,2,0,2,middle_price
9054,26540444.0,37314365,Tempelhof - Schöneberg,Schöneberg-Nord,52.49041,13.34897,Entire home/apt,55,5,2,0.05,1,0,0,middle_price
9055,26546193.0,199627082,Pankow,Blankenburg/Heinersdorf/Märchenland,52.60058,13.44889,Entire home/apt,52,2,195,4.36,1,214,57,middle_price
9056,26546221.0,6147334,Lichtenberg,Neu Lichtenberg,52.50206,13.47987,Private room,55,1,4,0.09,1,0,0,middle_price
9057,26548893.0,80009613,Pankow,Prenzlauer Berg Nordwest,52.55353,13.40818,Entire home/apt,55,4,10,0.23,1,0,0,middle_price
9061,26552107.0,131008128,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51817,13.45617,Shared room,50,1,0,0.0,1,0,0,middle_price
9062,26553787.0,199673303,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52283,13.4342,Entire home/apt,75,4,80,1.78,1,35,8,middle_price
9063,26565910.0,199758744,Pankow,Prenzlauer Berg Nord,52.55354,13.41597,Entire home/apt,50,92,26,0.66,1,0,5,middle_price
9064,26570026.0,199794458,Neukölln,Rixdorf,52.48167,13.45278,Entire home/apt,35,1,11,0.24,1,80,3,middle_price
9065,26581961.0,111384487,Neukölln,Neuköllner Mitte/Zentrum,52.46554,13.43677,Private room,40,3,7,0.16,1,0,0,middle_price
9066,26582503.0,23431989,Mitte,Brunnenstr. Süd,52.53356,13.40696,Entire home/apt,56,90,2,0.05,1,265,1,middle_price
9067,26582825.0,24791241,Pankow,Helmholtzplatz,52.54447,13.42074,Entire home/apt,80,2,8,0.18,1,0,0,middle_price
9068,26584781.0,141099389,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5176,13.32567,Private room,20,3,98,2.34,3,0,23,low_price
9069,26590298.0,1625771,Mitte,Parkviertel,52.54933,13.35108,Entire home/apt,60,1,85,1.89,25,213,28,middle_price
9070,26591362.0,39425553,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50028,13.41799,Entire home/apt,100,10,22,0.49,1,0,0,high_price
9071,26597045.0,199967460,Pankow,Prenzlauer Berg Ost,52.5276,13.45048,Entire home/apt,45,5,52,1.16,1,0,0,middle_price
9072,26597626.0,39140886,Mitte,Alexanderplatz,52.52605,13.41716,Private room,38,3,7,0.16,2,0,0,middle_price
9073,26598013.0,39437523,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5013,13.43292,Entire home/apt,110,5,0,0.0,1,0,0,high_price
9074,26599810.0,47467330,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49089,13.42344,Private room,48,4,14,0.32,2,0,0,middle_price
9077,26616955.0,973167,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49176,13.42179,Entire home/apt,89,4,147,3.33,2,198,33,high_price
9078,26620526.0,171550103,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51881,13.32031,Entire home/apt,90,3,56,1.24,1,217,9,high_price
9079,26630375.0,149702381,Charlottenburg-Wilm.,Kantstraße,52.51005,13.3113,Entire home/apt,62,4,1,0.02,1,0,0,middle_price
9080,26633041.0,200195304,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49122,13.39381,Entire home/apt,68,4,122,2.72,2,116,19,middle_price
9081,26634539.0,73158,Reinickendorf,Ost 1,52.56262,13.36452,Entire home/apt,45,2,65,1.5,13,255,19,middle_price
9082,26638798.0,200248962,Marzahn - Hellersdorf,Mahlsdorf,52.52261,13.64973,Entire home/apt,56,2,65,1.52,1,0,12,middle_price
9083,26651561.0,200347806,Tempelhof - Schöneberg,Schöneberg-Nord,52.50194,13.3475,Entire home/apt,149,2,51,1.15,1,176,10,high_price
9084,26653646.0,4113622,Pankow,Prenzlauer Berg Nordwest,52.55015,13.40501,Private room,40,2,1,0.02,1,0,0,middle_price
9085,26655455.0,200369628,Mitte,Moabit West,52.52392,13.33856,Entire home/apt,102,2,4,0.09,1,0,0,high_price
9086,26655824.0,88673696,Neukölln,Reuterstraße,52.48234,13.434,Entire home/apt,50,1,3,0.07,1,0,0,middle_price
9087,26660020.0,200406875,Treptow - Köpenick,Alt  Treptow,52.49224,13.44556,Private room,25,5,5,0.11,1,0,0,low_price
9088,26674998.0,200407976,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49482,13.40043,Entire home/apt,62,1,179,4.02,2,90,42,middle_price
9089,26676986.0,200549573,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52466,13.44837,Entire home/apt,79,2,125,2.79,1,22,22,middle_price
9090,26677833.0,46573787,Pankow,Prenzlauer Berg Süd,52.53727,13.4324,Private room,87,1,5,0.12,1,0,0,high_price
9091,26678038.0,146311938,Reinickendorf,West 1,52.57655,13.29389,Private room,18,2,26,0.58,1,18,2,low_price
